Year,Country,Region,Continent,Ladder Score,Average Regional Ladder Score,GDP per Capita,Average Regional GDP per Capita,Social Support,Average Regional Social Support,Healthy Life Expectancy,Average Regional Healthy Life Expectancy,Freedom to Make Life Choices,Average Regional Freedom to Make Life Choices,Generosity,Average Regional Generosity,Perceptions of Corruption,Average Regional Perceptions of Corruption
2020,Algeria,Northern Africa,Africa,5.005099773406982,4.826459980010986,9.537964820861816,9.37992172241211,0.8033851385116577,0.7292245864868164,65.9051742553711,64.55588455200196,0.4666109085083008,0.662711215019226,-0.1211051642894744,-0.17196580469608302,0.7354851365089417,0.7750612020492553
2020,Benin,Sub-Saharan Africa,Africa,5.216000080108643,4.383494866199983,7.674319744110107,7.904055766570262,0.4686711430549621,0.6819717295658894,54.31246566772461,55.091591174785904,0.7351825833320618,0.7197015438324366,-0.0035372127313166,0.0023830926302486114,0.7405325770378113,0.7704044427627172
2020,Botswana,Sub-Saharan Africa,Africa,3.4788999557495117,4.383494866199983,9.711203575134276,7.904055766570262,0.7791217565536499,0.6819717295658894,58.92445373535156,55.091591174785904,0.8213281035423279,0.7197015438324366,-0.2503944933414459,0.0023830926302486114,0.7779309153556824,0.7704044427627172
2020,Burkina Faso,Sub-Saharan Africa,Africa,4.768700122833252,4.383494866199983,7.468544960021973,7.904055766570262,0.7129436135292053,0.6819717295658894,53.88945388793945,55.091591174785904,0.6655635833740234,0.7197015438324366,-0.0190805159509181,0.0023830926302486114,0.7397950291633606,0.7704044427627172
2020,Burundi,Sub-Saharan Africa,Africa,3.7753000259399414,4.383494866199983,6.492642402648926,7.904055766570262,0.4903257191181183,0.6819717295658894,53.400001525878906,55.091591174785904,0.6263502240180969,0.7197015438324366,-0.0175515972077846,0.0023830926302486114,0.6069345474243164,0.7704044427627172
2020,Cameroon,Sub-Saharan Africa,Africa,5.08489990234375,4.383494866199983,8.118647575378418,7.904055766570262,0.7003864049911499,0.6819717295658894,52.70494079589844,55.091591174785904,0.7630518078804016,0.7197015438324366,-0.0014964503934606,0.0023830926302486114,0.8513365983963013,0.7704044427627172
2020,Central African Republic,Sub-Saharan Africa,Africa,3.4758999347686768,4.383494866199983,6.625160217285156,7.904055766570262,0.319459855556488,0.6819717295658894,45.20000076293945,55.091591174785904,0.6408806443214417,0.7197015438324366,0.0824103578925132,0.0023830926302486114,0.8918066620826721,0.7704044427627172
2020,Chad,Sub-Saharan Africa,Africa,4.422699928283691,4.383494866199983,7.467963695526123,7.904055766570262,0.6323880553245544,0.6819717295658894,48.22053909301758,55.091591174785904,0.5873052477836609,0.7197015438324366,0.0178347192704677,0.0023830926302486114,0.8027608394622803,0.7704044427627172
2020,Comoros,Sub-Saharan Africa,Africa,4.288599967956543,4.383494866199983,7.833630084991455,7.904055766570262,0.6256624460220337,0.6819717295658894,57.3490104675293,55.091591174785904,0.5476126074790955,0.7197015438324366,0.090008407831192,0.0023830926302486114,0.7806226015090942,0.7704044427627172
2020,Congo (Brazzaville),Sub-Saharan Africa,Africa,5.194399833679199,4.383494866199983,8.5369873046875,7.904055766570262,0.6402280926704407,0.6819717295658894,57.92448043823242,55.091591174785904,0.7190585136413574,0.7197015438324366,-0.1236740946769714,0.0023830926302486114,0.7517790794372559,0.7704044427627172
2020,Congo (Kinshasa),Sub-Saharan Africa,Africa,4.310999870300293,4.383494866199983,6.69425630569458,7.904055766570262,0.6721590161323547,0.6819717295658894,52.900001525878906,55.091591174785904,0.7007935643196106,0.7197015438324366,0.0836376547813415,0.0023830926302486114,0.8094035983085632,0.7704044427627172
2020,Egypt,Northern Africa,Africa,4.151400089263916,4.826459980010986,9.31654167175293,9.37992172241211,0.7354478240013123,0.7292245864868164,61.7801513671875,64.55588455200196,0.7083541750907898,0.662711215019226,-0.1968783140182495,-0.17196580469608302,0.787726879119873,0.7750612020492553
2020,Ethiopia,Sub-Saharan Africa,Africa,4.186200141906738,4.383494866199983,7.509385585784912,7.904055766570262,0.74330735206604,0.6819717295658894,58.639591217041016,55.091591174785904,0.7407951951026917,0.7197015438324366,0.0433773323893547,0.0023830926302486114,0.7536900043487549,0.7704044427627172
2020,Gabon,Sub-Saharan Africa,Africa,4.8292999267578125,4.383494866199983,9.680537223815918,7.904055766570262,0.7878868579864502,0.6819717295658894,59.71533966064453,55.091591174785904,0.704829216003418,0.7197015438324366,-0.2222616225481033,0.0023830926302486114,0.8491509556770325,0.7704044427627172
2020,Gambia,Sub-Saharan Africa,Africa,4.7505998611450195,4.383494866199983,7.32181453704834,7.904055766570262,0.6931686997413635,0.6819717295658894,55.01201629638672,55.091591174785904,0.7331631779670715,0.7197015438324366,0.3431987166404724,0.0023830926302486114,0.6907178163528442,0.7704044427627172
2020,Ghana,Sub-Saharan Africa,Africa,5.1479997634887695,4.383494866199983,8.350645065307617,7.904055766570262,0.7286010980606079,0.6819717295658894,57.20398712158203,55.091591174785904,0.7947965264320374,0.7197015438324366,0.0941708534955978,0.0023830926302486114,0.8479647636413574,0.7704044427627172
2020,Guinea,Sub-Saharan Africa,Africa,4.9492998123168945,4.383494866199983,7.750990390777588,7.904055766570262,0.6375734806060791,0.6819717295658894,54.46780014038086,55.091591174785904,0.7068467736244202,0.7197015438324366,0.0763284713029861,0.0023830926302486114,0.7617944478988647,0.7704044427627172
2020,Ivory Coast,Sub-Saharan Africa,Africa,5.23330020904541,4.383494866199983,8.225561141967773,7.904055766570262,0.658048689365387,0.6819717295658894,49.5037727355957,55.091591174785904,0.7279093265533447,0.7197015438324366,-0.0439911559224128,0.0023830926302486114,0.7907719612121582,0.7704044427627172
2020,Kenya,Sub-Saharan Africa,Africa,4.583000183105469,4.383494866199983,8.029775619506836,7.904055766570262,0.7026520371437073,0.6819717295658894,60.09693145751953,55.091591174785904,0.8297475576400757,0.7197015438324366,0.2946815192699432,0.0023830926302486114,0.8314991593360901,0.7704044427627172
2020,Lesotho,Sub-Saharan Africa,Africa,3.6528000831604,4.383494866199983,7.960488319396973,7.904055766570262,0.7804957032203674,0.6819717295658894,48.003623962402344,55.091591174785904,0.7381258606910706,0.7197015438324366,-0.145732045173645,0.0023830926302486114,0.8573920726776123,0.7704044427627172
2020,Liberia,Sub-Saharan Africa,Africa,4.5578999519348145,4.383494866199983,7.054380416870117,7.904055766570262,0.7092805504798889,0.6819717295658894,56.0963134765625,55.091591174785904,0.7352687120437622,0.7197015438324366,0.0422732196748256,0.0023830926302486114,0.8563759326934814,0.7704044427627172
2020,Libya,Northern Africa,Africa,5.488800048828125,4.826459980010986,9.78981590270996,9.37992172241211,0.8259429335594177,0.7292245864868164,62.29999923706055,64.55588455200196,0.773157000541687,0.662711215019226,-0.0850544869899749,-0.17196580469608302,0.6687791347503662,0.7750612020492553
2020,Madagascar,Sub-Saharan Africa,Africa,4.165599822998047,4.383494866199983,7.281685829162598,7.904055766570262,0.668195903301239,0.6819717295658894,59.10542678833008,55.091591174785904,0.5575740933418274,0.7197015438324366,-0.0118236392736434,0.0023830926302486114,0.8174856305122375,0.7704044427627172
2020,Malawi,Sub-Saharan Africa,Africa,3.538000106811523,4.383494866199983,7.062226295471191,7.904055766570262,0.5440073013305664,0.6819717295658894,57.59288787841797,55.091591174785904,0.803223192691803,0.7197015438324366,0.0214332789182662,0.0023830926302486114,0.7317007780075073,0.7704044427627172
2020,Mali,Sub-Saharan Africa,Africa,4.729300022125244,4.383494866199983,7.629852294921875,7.904055766570262,0.7314689755439758,0.6819717295658894,51.72698211669922,55.091591174785904,0.711566150188446,0.7197015438324366,-0.0443669259548187,0.0023830926302486114,0.839328408241272,0.7704044427627172
2020,Mauritania,Sub-Saharan Africa,Africa,4.374599933624268,4.383494866199983,8.233919143676758,7.904055766570262,0.7908192276954651,0.6819717295658894,57.01017761230469,55.091591174785904,0.5515225529670715,0.7197015438324366,-0.1060081422328949,0.0023830926302486114,0.746223509311676,0.7704044427627172
2020,Mauritius,Sub-Saharan Africa,Africa,6.10129976272583,4.383494866199983,9.956786155700684,7.904055766570262,0.9103578329086304,0.6819717295658894,66.40434265136719,55.091591174785904,0.8895345330238342,0.7197015438324366,-0.018318573012948,0.0023830926302486114,0.8053430914878845,0.7704044427627172
2020,Morocco,Northern Africa,Africa,5.094799995422363,4.826459980010986,8.940313339233398,9.37992172241211,0.5926284790039062,0.7292245864868164,65.896240234375,64.55588455200196,0.772072434425354,0.662711215019226,-0.2403772473335266,-0.17196580469608302,0.8157246112823486,0.7750612020492553
2020,Mozambique,Sub-Saharan Africa,Africa,4.623600006103516,4.383494866199983,7.069345951080322,7.904055766570262,0.723874032497406,0.6819717295658894,54.2058219909668,55.091591174785904,0.8644518852233887,0.7197015438324366,0.032375868409872,0.0023830926302486114,0.6830191016197205,0.7704044427627172
2020,Namibia,Sub-Saharan Africa,Africa,4.571100234985352,4.383494866199983,9.20314121246338,7.904055766570262,0.8468809723854065,0.6819717295658894,56.501487731933594,55.091591174785904,0.7675209641456604,0.7197015438324366,-0.1853064596652984,0.0023830926302486114,0.8514497876167297,0.7704044427627172
2020,Niger,Sub-Saharan Africa,Africa,4.909599781036377,4.383494866199983,6.842166900634766,7.904055766570262,0.6174350380897522,0.6819717295658894,53.50009536743164,55.091591174785904,0.7597721219062805,0.7197015438324366,0.0138608170673251,0.0023830926302486114,0.7225301861763,0.7704044427627172
2020,Nigeria,Sub-Saharan Africa,Africa,4.724100112915039,4.383494866199983,8.576624870300293,7.904055766570262,0.7372168898582458,0.6819717295658894,49.861907958984375,55.091591174785904,0.7595784068107605,0.7197015438324366,0.0337458066642284,0.0023830926302486114,0.8618743419647217,0.7704044427627172
2020,Rwanda,Sub-Saharan Africa,Africa,3.312299966812134,4.383494866199983,7.600104331970215,7.904055766570262,0.540835440158844,0.6819717295658894,61.098846435546875,55.091591174785904,0.9005894064903259,0.7197015438324366,0.0554839521646499,0.0023830926302486114,0.1835411787033081,0.7704044427627172
